Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"big data engineer
4bell technology",4bell technology,"['pune', ' delhi/ncr delhi ncr', ' mumbai', ' bengaluru', ' chandigarh', ' hyderabad', ' jaipurview more']",3 - 8 years,"['key skills', 'sql scala developer data warehousingbig data engineer data modelling']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"senior data analyst
shipping",shipping,"['mumbai suburbs', ' navi mumbai', ' mumbai']",4 - 8 years,"['key skills', 'dashboards', 'communication skillsms exceldata analysissql queriesadvanced excelpowerbietldata analyticsreportingsqlstakeholder management', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 4,00,000 - 8,00,000 p.a.","['education', 'ug :b.sc in computers, statistics, bca in any specialization']"
"jr. data analyst (freshers welcome to apply)
institutional shareholder services",institutional shareholder services,['mumbai'],0 - 3 years,"['key skills', 'business researchdata analysisdata collection', 'performance metricsdata interpretationcorporate governancereading comprehensionproblem solvinglegal managementms office', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 5,00,000 - 5,50,000 p.a.","['education', 'pg :m.a in economics, mba/pgdm in finance']"
"senior data analyst
sride carpool5.0(2 reviews)",sride carpool5.0(2 reviews),['pune'],3 - 8 years,"['key skills', 'data analysisproduct engineeringhtmldata analystbusiness intelligenceoperationssqldata extractiongoogle maps']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior data analyst | fortune 500 client
ansr global corporation private limited3.2(6 reviews)",ansr global corporation private limited3.2(6 reviews),['bengaluru'],5 - 8 years,"['key skills', 'power bibi toolskafkae-commercedata transformation servicestableaustrategic analysissqlretailkanbankinesisdata analysisagileawsd3.js']","₹ 32,50,000 - 35,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"manager data analyst - brand accelerator
myntra4.1(623 reviews)",myntra4.1(623 reviews),['bengaluru'],2 - 7 years,"['key skills', 'rprofitabilityproject managementanalytical skillsdata analysisprocess orientationmanagement skillsanalyticssqlpython']",not disclosed,"['education', 'ug :b.tech/b.e. in computers, b.sc in computers', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"sr . data analyst
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['in'],5 - 10 years,"['key skills', 'business objectsdata analysisinterpersonal skillsmanager technologydatabasedata analyst']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"big data developer - bangalore
virtusa consulting services pvt ltd3.3(779 reviews)",virtusa consulting services pvt ltd3.3(779 reviews),['bengaluru'],4 - 9 years,"['key skills', 'jenkinsmavencore javagitxmlbuildhadoopscalajsonsparktalendsql']",not disclosed,"['education', 'ug :graduation not required, any graduate in any specialization', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :doctorate not required, any doctorate in any specialization']"
"senior data analyst
bridgetree research services ltd",bridgetree research services ltd,"['bengaluru', ' kolkata']",5 - 10 years,"['key skills', 'analytical skillsdatabase marketingmarketing campaignsdata qualitydata analystssisbusiness intelligencedata miningreporting toolspython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"web/ data analyst for a leading analytics firm
sunstone education technology pvt. ltd",sunstone education technology pvt. ltd,['noida'],0 - 2 years,"['key skills', 'rgoogle analyticsweb technologiesdata analysisgoogle analystweb analyticsdata analyticsgoogle tag mangerpython']","₹ 4,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"data analyst
actionedge research services llp3.7(3 reviews)",actionedge research services llp3.7(3 reviews),['ahmedabad'],0 - 1 years,"['key skills', 'typingdata processingdata entry']","₹ 1,00,000 - 1,25,000 p.a.","['education', 'ug :graduation not required']"
"sr. data analyst
bloom consulting services3.6(18 reviews)",bloom consulting services3.6(18 reviews),['bengaluru'],3 - 7 years,"['key skills', 'analytical skillssql queriesconsultingschemasenior data analystqlikviewbig datafactsqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"sr data analyst
codehall technology",codehall technology,['bengaluru'],5 - 10 years,"['key skills', 'jqueryjavascriptajax']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"senior data analyst
indegene private limited3.7(226 reviews)",indegene private limited3.7(226 reviews),['bengaluru'],5 - 8 years,"['key skills', 'ms sqldata managementproject managementdebuggingcampus recruitmentclinical trialshealthcarestored proceduresvbanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"sr data analyst
codehall technology",codehall technology,['bengaluru'],5 - 10 years,"['key skills', 'product managementretaildata analysisdiagnosticsmanager technologyforensicdata integritydata analysttroubleshooting']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"data analyst - cloud support process
edu bridge3.3(131 reviews)",edu bridge3.3(131 reviews),['chennai'],0 - 1 years,"['key skills', 'data center managementservice deskdata analysisassociate processcoomunication skills']","₹ 2,50,000 - 3,00,000 p.a.","['education', 'ug :b.sc in any specialization, b.tech/b.e. in any specialization, b.com in any specialization, b.b.a / b.m.s in any specialization, bca in any specialization', 'pg :mca in any specialization']"
"operations data analyst
advanced computer software group",advanced computer software group,['bengaluru'],2 - 5 years,"['key skills', 'administrationdata analysisusagefocusrelationshipdata analystjirabusiness executiverecruitment']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior data analyst
derivit solutions pte ltd",derivit solutions pte ltd,['bengaluru'],10 - 15 years,"['key skills', 'data migrationcmshtmlhttpwindowsoracleadobeimssqlcrm']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"senior analyst -data analytics
nielsen3.8(402 reviews)",nielsen3.8(402 reviews),['bengaluru'],2 - 5 years,"['key skills', 'analyststatistical modelingbusiness analyticssas rmarket researchactuarialdata analyticsadvanced excelspssconsumer goods']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"internship on python data science and machine learning
wozti infotech",wozti infotech,"['thrissur', ' kozhikode', ' kochi']",0 - 1 years,"['key skills', 'data scpython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization, bca in any specialization, b.sc in any specialization, other graduate', 'pg :mba/pgdm in any specialization, mca in any specialization, cs in any specialization, m.tech in any specialization, other, ms/m.sc(science) in any specialization']"
"senior analyst - data strategy & infrastructure
phenom placement consultancy",phenom placement consultancy,['bengaluru'],2 - 4 years,"['key skills', 'data validationsenior analysthyperionanalyticalserver managementinvestment bankinginformaticaprincipalfinancial servicesreporting tools']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in finance']"
"big data developer, java developer
teamware solutions3.5(82 reviews)",teamware solutions3.5(82 reviews),['bengaluru'],0 - 3 years,"['key skills', 'front officepdfstatic dataoopsanti money launderingbankinginvestment bankingfinancial servicescompliance analyst']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"hiring data analyst- hyderabad
heritage foods limited4.0(517 reviews)",heritage foods limited4.0(517 reviews),['hyderabad'],1 - 2 years,"['key skills', 'sap ficoexcel powerpointvlookupdata analysisadvanced excelms office wordhlookup']","₹ 5,00,000 - 6,00,000 p.a.","['education', 'pg :ca in ca']"
"sr . data integration analyst
vertafore3.5(2 reviews)",vertafore3.5(2 reviews),['hyderabad'],3 - 6 years,"['key skills', 'product managementproduct qualityqaintegration analystmanager technologyinventory']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior ediscovery data analyst
law in order pty ltd",law in order pty ltd,['hyderabad'],3 - 7 years,"['key skills', 'document reviewdatabase managementproject managementmanagement consultingcomputer forensicsdata governancedatabasemanager technologyworkflowsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"sr data integration analyst
vertafore3.5(2 reviews)",vertafore3.5(2 reviews),['hyderabad'],3 - 6 years,"['key skills', 'product managementproduct qualityqaintegration analystmanager technologyinventory']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior analyst, data engineering
varite3.7(34 reviews)",varite3.7(34 reviews),['hyderabad'],4 - 8 years,"['key skills', 'analystautomationdata modelinginformaticaoracleapacheteradatabusiness intelligencesqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data analyst / business analytics / fresher analyst - mnc job
gaba consultancy services
hiring for confidential",gaba consultancy services,"['delhi ncr', ' noida', ' gurgaon']",0 - 5 years,"['key skills', 'power bibusiness analyticstableaureportingstatisticssqlexcelvbams accesspredictivedata analysisdata visualizationdata analyticspython']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"qliksense analyst - qlikview/ tableau
data labs",data labs,"['pune', ' mumbai', ' india']",3 - 8 years,"['key skills', 'etl/datawarehouse testingbusiness intelligencedata visualizationqlikviewdatabase toolstableaudata modelingqliksensereporting toolssql']",not disclosed,"['education', 'ug :bca in computers, b.sc in computers, b.tech/b.e. in computers', 'pg :mca in computers, m.tech in computers, ms/m.sc(science) in computers', 'doctorate :doctorate not required']"
"qliksense analyst - qlikview/tableau
data labs",data labs,"['pune', ' mumbai']",3 - 8 years,"['key skills', 'business intelligencedata visualizationqlikviewdatabase toolstableaudata warehouse testingdata modelingetlqliksensereporting toolssql']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization, b.sc in any specialization, bca in computers', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"qliksense analyst - qlikview/ tableau
data labs",data labs,"['pune', ' mumbai', ' india']",3 - 8 years,"['key skills', 'etl/datawarehouse testingbusiness intelligencedata visualizationqlikviewdatabase toolstableaudata modelingqliksensereporting toolssql']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization, b.sc in any specialization, bca in computers', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"sr. data analyst
pentation analytics",pentation analytics,['mumbai'],3 - 6 years,"['key skills', 'text miningfront endgitneural networksmachine learningjavascriptphpdata miningpythoncss3']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers']"
"data analyst role - internet/ecommerce - iim/iit/bits/fms
talentstack",talentstack,['mumbai'],0 - 2 years,"['key skills', 'data managementdata visualizationdata analyticsstatisticsmachine learninganalyticssqlpython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mba/pgdm in any specialization, m.a in maths, statistics, ms/m.sc(science) in statistics, maths', 'doctorate :doctorate not required']"
